iucn_sid,species,allXcoastal,allXfull,biomass_removalXfull,bycatch_pelagicXfull,climateXfull,direct_humanXfull,fishing_benthic_destXfull,non-climateXfull,ocean_acidificationXfull,biomass_removalXcoastal,bycatch_pelagicXcoastal,climateXcoastal,direct_humanXcoastal,fishing_benthic_destXcoastal,non-climateXcoastal,ocean_acidificationXcoastal,lightXcoastal,lightXfull,nutrientXcoastal,nutrientXfull,sst_extremesXcoastal,sst_extremesXfull,sst_riseXcoastal,sst_riseXfull,uv_radiationXcoastal,uv_radiationXfull,bycatch_benthicXcoastal,bycatch_benthicXfull,shipping_largeXcoastal,shipping_largeXfull,sea_level_riseXcoastal,sea_level_riseXfull
NA,ophelina cylindricaudata,0.22562359613880392,0.22562359613880392,0,NA,0.21595407274408024,NA,NA,0.009669523216952285,0.028584811384484106,0,NA,0.21595407274408024,NA,NA,0.009669523216952285,0.028584811384484106,0.0031351423949370688,0.0031351423949370688,0.005551154803384768,0.005551154803384768,0.08696038985280524,0.08696038985280524,0,0,0.10040887132901942,0.10040887132901942,5.741536300931522e-4,5.741536300931522e-4,4.090723885372965e-4,4.090723885372965e-4,NA,NA
NA,ophiacantha bathybia,0.18283369757174392,0.18283369757174392,0,NA,0.1676609050772627,0.009484718543046358,1.0578918322295806e-4,0.015172792494481236,0.1676609050772627,0,NA,0.1676609050772627,0.009484718543046358,1.0578918322295806e-4,0.015172792494481236,0.1676609050772627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0055822792494481235,0.0055822792494481235,NA,NA,NA,NA
NA,ophiacantha diplasia,0.5313316616516216,0.5313316616516216,0,NA,0.4957800753776481,0.024797535637214676,4.1209932828789397e-4,0.03555158627397344,0.1690513361296009,0,NA,0.4957800753776481,0.024797535637214676,4.1209932828789397e-4,0.03555158627397344,0.1690513361296009,1.3153764323272849e-4,1.3153764323272849e-4,0.0021106802224856386,0.0021106802224856386,0.2268954025713504,0.2268954025713504,0,0,0.09983333637275461,0.09983333637275461,0.008099733442752501,0.008099733442752501,NA,NA,NA,NA
NA,ophiacantha eurypoma,1.4778612083333333,1.4778612083333333,0,NA,1.47062725,0.0046292500000000006,3.0208333333333334e-5,0.0072339583333333336,0.17053958333333333,0,NA,1.47062725,0.0046292500000000006,3.0208333333333334e-5,0.0072339583333333336,0.17053958333333333,0,0,4.120833333333333e-5,4.120833333333333e-5,0.3576004583333333,0.3576004583333333,0.7763433333333334,0.7763433333333334,0.166143875,0.166143875,0.0025332916666666668,0.0025332916666666668,NA,NA,NA,NA
NA,ophiacantha rhachophora,0.20019381099922542,0.20019381099922542,0,NA,0.1682201113477924,0.02018502711076685,4.773189388071263e-4,0.031973699651433,0.1682201113477924,0,NA,0.1682201113477924,0.02018502711076685,4.773189388071263e-4,0.031973699651433,0.1682201113477924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011311353601859024,0.011311353601859024,NA,NA,NA,NA
NA,ophiocten hastatum,0.20353404639175257,0.20353404639175257,0,NA,0.1878255798969072,0.01199506443298969,1.1542525773195877e-4,0.015708479381443298,0.1878255798969072,0,NA,0.1878255798969072,0.01199506443298969,1.1542525773195877e-4,0.015708479381443298,0.1878255798969072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035979896907216494,0.0035979896907216494,NA,NA,NA,NA
NA,ophiodon elongatus,0.2569389249460791,0.2569389249460791,0.0018530096760789126,NA,0.19449874349486515,0.010463770109029028,1.409064645705127e-4,0.06244018145121396,0.026267714941527992,0.0018530096760789126,NA,0.19449874349486515,0.010463770109029028,1.409064645705127e-4,0.06244018145121396,0.026267714941527992,7.826469715258127e-4,7.826469715258127e-4,0.004030537625897857,0.004030537625897857,0.08199119476818964,0.08199119476818964,0,0,0.08623983358727269,0.08623983358727269,0.03095083404238479,0.03095083404238479,0.014218476759601875,0.014218476759601875,NA,NA
NA,ophiolimna bairdi,0.1813587940485513,0.1813587940485513,0,NA,0.1679877760375881,0.007027361002349256,8.556773688332027e-5,0.013371018010963196,0.1679877760375881,0,NA,0.1679877760375881,0.007027361002349256,8.556773688332027e-5,0.013371018010963196,0.1679877760375881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006258089271730619,0.006258089271730619,NA,NA,NA,NA
NA,ophiomusa lymani,0.5644157606510292,0.5644157606510292,0,NA,0.5344298793681187,0.01974518908568693,4.6679176639540453e-4,0.029985881282910486,0.18845334035423647,0,NA,0.5344298793681187,0.01974518908568693,4.6679176639540453e-4,0.029985881282910486,0.18845334035423647,0,0,6.609219722355194e-4,6.609219722355194e-4,0.22812695548109144,0.22812695548109144,0,0,0.1178495835327908,0.1178495835327908,0.009112978458592628,0.009112978458592628,NA,NA,NA,NA
NA,ophiopholis aculeata,0.5784544409975989,0.5784544409975989,0,NA,0.5059476672450357,0.03973057521425942,5.358783321941217e-4,0.07250677375256323,0.19237463466358204,0,NA,0.5059476672450357,0.03973057521425942,5.358783321941217e-4,0.07250677375256323,0.19237463466358204,0.0026581446623551884,0.0026581446623551884,0.02069053718211613,0.02069053718211613,0.21709836566941831,0.21709836566941831,0.0036819860840913475,0.0036819860840913475,0.092792680827944,0.092792680827944,0.008891638536901694,0.008891638536901694,NA,NA,NA,NA
NA,ophiopholis bakeri,0.5007808745229977,0.5007808745229977,0,NA,0.4530555729672364,0.03187777474202362,3.9537832772596924e-4,0.04772530155576128,0.18473025470228283,0,NA,0.4530555729672364,0.03187777474202362,3.9537832772596924e-4,0.04772530155576128,0.18473025470228283,2.479578657393818e-4,2.479578657393818e-4,0.006169431887461331,0.006169431887461331,0.19636679228667556,0.19636679228667556,0,0,0.07195852575247816,0.07195852575247816,0.009034758958610879,0.009034758958610879,NA,NA,NA,NA
NA,ophiopholis japonica,0.5368161046074212,0.5368161046074212,0,NA,0.49904464503897195,0.02600004062716302,4.2745884618857025e-4,0.0377714598693912,0.18441831743356707,0,NA,0.49904464503897195,0.02600004062716302,4.2745884618857025e-4,0.0377714598693912,0.18441831743356707,8.770471576032984e-5,8.770471576032984e-5,0.0022375870474585454,0.0022375870474585454,0.19992772277227722,0.19992772277227722,0.04190485810587138,0.04190485810587138,0.0727937467272563,0.0727937467272563,0.009018668030936833,0.009018668030936833,NA,NA,NA,NA
NA,ophiopholis kennerlyi,0.5335242477252123,0.5335242477252123,0,NA,0.4622843566799852,0.04038873971728839,5.188607594936709e-4,0.07123989104522715,0.18424121663365006,0,NA,0.4622843566799852,0.04038873971728839,5.188607594936709e-4,0.07123989104522715,0.18424121663365006,0.0015504979350636269,0.0015504979350636269,0.019464805761676123,0.019464805761676123,0.19500829432897962,0.19500829432897962,0.014275285397710101,0.014275285397710101,0.06875956031964543,0.06875956031964543,0.009316987039586342,0.009316987039586342,NA,NA,NA,NA
NA,ophiopholis longispina,0.20796114722289594,0.20796114722289594,0,NA,0.1825490189182634,0.017648298569003153,5.118263400436576e-4,0.025412128304632547,0.1825490189182634,0,NA,0.1825490189182634,0.017648298569003153,5.118263400436576e-4,0.025412128304632547,0.1825490189182634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00725200460829493,0.00725200460829493,NA,NA,NA,NA
NA,ophiophthalmus cataleimmoidus,0.5409243053825068,0.5409243053825068,0,NA,0.5074013101171193,0.0222483092449539,5.721735609269873e-4,0.03352299526538749,0.16888731061549964,0,NA,0.5074013101171193,0.0222483092449539,5.721735609269873e-4,0.03352299526538749,0.16888731061549964,0,0,6.978924744580115e-4,6.978924744580115e-4,0.2317051451532519,0.2317051451532519,0.00192609145277847,0.00192609145277847,0.10488276289558933,0.10488276289558933,0.010004619985048592,0.010004619985048592,NA,NA,NA,NA
NA,ophiophthalmus normani,0.5314909373190885,0.5314909373190885,0,NA,0.49878037524340824,0.0217598510604705,4.8503131414136095e-4,0.032710561549392135,0.16909413767696438,0,NA,0.49878037524340824,0.0217598510604705,4.8503131414136095e-4,0.032710561549392135,0.16909413767696438,1.7831429924740802e-4,1.7831429924740802e-4,0.0010172380401031525,0.0010172380401031525,0.22632182674596074,0.22632182674596074,0,0,0.10336441134677121,0.10336441134677121,0.009270126835429715,0.009270126835429715,NA,NA,NA,NA
NA,ophioplocus esmarki,0.5035882098030461,0.5035882098030461,0,NA,0.4523908634717468,0.02381171082006251,4.1485637743711863e-4,0.0511973463312993,0.18476506077293248,0,NA,0.4523908634717468,0.02381171082006251,4.1485637743711863e-4,0.0511973463312993,0.18476506077293248,7.229101552810439e-5,7.229101552810439e-5,0.002468930148335566,0.002468930148335566,0.19574987721387113,0.19574987721387113,0,0,0.0718759252368904,0.0718759252368904,0.024429557721883217,0.024429557721883217,NA,NA,NA,NA
NA,ophiopteris papillosa,0.5678844604316546,0.5678844604316546,0,NA,0.5405874990533889,0.012549524801211662,9.143922756531617e-4,0.02729696137826581,0.16828344566452103,0,NA,0.5405874990533889,0.012549524801211662,9.143922756531617e-4,0.02729696137826581,0.16828344566452103,0,0,2.2861226808027263e-4,2.2861226808027263e-4,0.2559258633093525,0.2559258633093525,0,0,0.1163781919727376,0.1163781919727376,0.013604432033320712,0.013604432033320712,NA,NA,NA,NA
NA,ophiosphalma glabrum,0.5990758634020618,0.5990758634020618,0,NA,0.5832416237113403,0.01199506443298969,1.1542525773195877e-4,0.01583423969072165,0.1878255798969072,0,NA,0.5832416237113403,0.01199506443298969,1.1542525773195877e-4,0.01583423969072165,0.1878255798969072,0,0,1.2576030927835053e-4,1.2576030927835053e-4,0.2542049355670103,0.2542049355670103,4.7329896907216494e-4,4.7329896907216494e-4,0.14073782216494846,0.14073782216494846,0.0035979896907216494,0.0035979896907216494,NA,NA,NA,NA
NA,ophiosphalma jolliense,0.5550891197566353,0.5550891197566353,0,NA,0.5171691058022383,0.02687239764449778,4.0155312438949515e-4,0.037920013954397036,0.1899171231615082,0,NA,0.5171691058022383,0.02687239764449778,4.0155312438949515e-4,0.037920013954397036,0.1899171231615082,1.2078144623370824e-4,1.2078144623370824e-4,0.0022045904384471546,0.0022045904384471546,0.224483040384025,0.224483040384025,0,0,0.10276894225670509,0.10276894225670509,0.008320691300828891,0.008320691300828891,NA,NA,NA,NA
NA,ophiothrix koreana,0.4785197735776029,0.4785197735776029,0,NA,0.44095053089923886,0.027696905560572832,5.533511804928396e-4,0.03756924267836408,0.18177855502515802,0,NA,0.44095053089923886,0.027696905560572832,5.533511804928396e-4,0.03756924267836408,0.18177855502515802,2.235517997677719e-5,2.235517997677719e-5,0.0032336659785834085,0.0032336659785834085,0.18489179396206942,0.18489179396206942,0,0,0.07428018191201136,0.07428018191201136,0.006062965423816282,0.006062965423816282,NA,NA,NA,NA
NA,ophiothrix spiculata,0.48569072852186923,0.48569072852186923,0,NA,0.43313236956669615,0.024462122304605132,4.284256173049452e-4,0.05255835895517312,0.18441109890483642,0,NA,0.43313236956669615,0.024462122304605132,4.284256173049452e-4,0.05255835895517312,0.18441109890483642,8.733385483980681e-5,8.733385483980681e-5,0.0021506659410924426,0.0021506659410924426,0.17426783484116726,0.17426783484116726,0,0,0.07445343582069247,0.07445343582069247,0.025429810897217874,0.025429810897217874,NA,NA,NA,NA
NA,ophiura cryptolepis,0.20403564564564564,0.20403564564564564,0,NA,0.19154366366366365,0.0058299599599599605,4.287287287287288e-5,0.012491991991991993,0.19154366366366365,0,NA,0.19154366366366365,0.0058299599599599605,4.287287287287288e-5,0.012491991991991993,0.19154366366366365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006619159159159159,0.006619159159159159,NA,NA,NA,NA
NA,ophiura flagellata,0.5649860909960377,0.5649860909960377,0,NA,0.5329131281595846,0.022127753108348136,5.866382019401558e-4,0.03207296283645307,0.18921846563738215,0,NA,0.5329131281595846,0.022127753108348136,5.866382019401558e-4,0.03207296283645307,0.18921846563738215,0,0,8.083372045361388e-4,8.083372045361388e-4,0.2318487751058888,0.2318487751058888,0,0,0.11184588673316026,0.11184588673316026,0.008550234321628639,0.008550234321628639,NA,NA,NA,NA
NA,ophiura leptoctenia,0.5846893112145906,0.5846893112145906,0,NA,0.5087393624369422,0.03924612223515716,7.272933643771828e-4,0.07594994916569654,0.1889210023282887,0,NA,0.5087393624369422,0.03924612223515716,7.272933643771828e-4,0.07594994916569654,0.1889210023282887,0.003664408226620101,0.003664408226620101,0.022685447807528132,0.022685447807528132,0.21467025378346913,0.21467025378346913,0.007050664726426076,0.007050664726426076,0.09809744121071012,0.09809744121071012,0.009626677920062087,0.009626677920062087,NA,NA,NA,NA
NA,ophiura luetkenii,0.5695152422441018,0.5695152422441018,0,NA,0.49648403956901355,0.04153111387702025,4.689704625673416e-4,0.07303120267508824,0.18925660523871446,0,NA,0.49648403956901355,0.04153111387702025,4.689704625673416e-4,0.07303120267508824,0.18925660523871446,0.0023847772617499536,0.0023847772617499536,0.01936371279955415,0.01936371279955415,0.19903013282556198,0.19903013282556198,0.010592664499349804,0.010592664499349804,0.09760463700538734,0.09760463700538734,0.009282628274196545,0.009282628274196545,NA,NA,NA,NA
NA,ophiura sarsii,0.6019340155296727,0.6019340155296727,0,NA,0.5355727728295977,0.03471832273009037,6.180692310201951e-4,0.06636124270007504,0.18928632703663828,0,NA,0.5355727728295977,0.03471832273009037,6.180692310201951e-4,0.06636124270007504,0.18928632703663828,0.0030808717496982156,0.0030808717496982156,0.018691787543636422,0.018691787543636422,0.2355665632442661,0.2355665632442661,0.011997542005154807,0.011997542005154807,0.09872234054353855,0.09872234054353855,0.009252191445629833,0.009252191445629833,NA,NA,NA,NA
NA,ophiuroglypha irrorata,0.8762393511988716,0.8762393511988716,0,NA,0.8642791960507757,0.009697165021156558,1.5901269393511989e-4,0.01196015514809591,0.18741354019746123,0,NA,0.8642791960507757,0.009697165021156558,1.5901269393511989e-4,0.01196015514809591,0.18741354019746123,0,0,1.229478138222849e-4,1.229478138222849e-4,0.31714091678420314,0.31714091678420314,0.2288928490832158,0.2288928490832158,0.130831904090268,0.130831904090268,0.0019810296191819466,0.0019810296191819466,NA,NA,NA,NA
NA,ophiuroglypha kinbergi,0.5698135452684454,0.5698135452684454,0,NA,0.5000902489205415,0.03929559374516179,4.877727890454319e-4,0.06972329634790388,0.18942952417814934,0,NA,0.5000902489205415,0.03929559374516179,4.877727890454319e-4,0.06972329634790388,0.18942952417814934,0.002210855481584697,0.002210855481584697,0.018726869140389808,0.018726869140389808,0.2136236192393043,0.2136236192393043,0,0,0.09703710550308786,0.09703710550308786,0.009002205019696891,0.009002205019696891,NA,NA,NA,NA
NA,ophryotrocha globopalpata,0.027375882352941177,0.027375882352941177,0,NA,0.027375882352941177,NA,NA,0,0.027375882352941177,0,NA,0.027375882352941177,NA,NA,0,0.027375882352941177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
NA,opisthocentrus ocellatus,0.23757689392044035,0.23757689392044035,6.392294220665499e-7,NA,0.2001457476440664,0.006723969643899591,1.4396964389959134e-4,0.037431146693353345,0.02592567425569177,6.392294220665499e-7,NA,0.2001457476440664,0.006723969643899591,1.4396964389959134e-4,0.037431146693353345,0.02592567425569177,0,0,3.5984446668334584e-4,3.5984446668334584e-4,0.08342168334584271,0.08342168334584271,0,0,0.0907983896255525,0.0907983896255525,0.02122560920690518,0.02122560920690518,0.008977114919522976,0.008977114919522976,NA,NA
NA,opisthoproctus soleatus,NA,0.023281845018450185,0,2.2310624001762406e-4,0.023058738227680783,0,0,2.2310624001762406e-4,0.023058738227680783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,opisthoteuthis californiana,0.32499261518043354,0.32499261518043354,1.018138153321115e-6,NA,0.2735380569424256,0.0102289202426847,1.7103772988687354e-4,0.05145455823800796,0.1750369165139354,1.018138153321115e-6,NA,0.2735380569424256,0.0102289202426847,1.7103772988687354e-4,0.05145455823800796,0.1750369165139354,NA,NA,0.003943996397648992,0.003943996397648992,0.09850114042849016,0.09850114042849016,0,0,NA,NA,0.0277333546103773,0.0277333546103773,0.009376231119256779,0.009376231119256779,NA,NA
NA,opostomias mitsuii,0.2789755489136085,0.2928323514119965,0,0.00827575231850024,0.2805276835893966,7.614240865308072e-4,6.81222038688107e-4,0.012304667797723294,0.023575722466565835,0,0.038115104480715256,0.2248805949163115,0.007955096683646948,0.0026465232872439964,0.054094953997297024,0.024428855130470942,0,0,1.2240513566898846e-4,1.1995502308549594e-5,0.11777202827736771,0.15403991059345645,0,1.9683743631587326e-5,0.08267971150847281,0.10289236678574272,NA,NA,0.0052558244100218325,0.00257427385169559,NA,NA
NA,orchomenella obtusa,0.49170559473112535,0.49170559473112535,0,NA,0.4303605687832968,0.02663757297287978,3.202132721849623e-4,0.06134502594782849,0.16726538301063773,0,NA,0.4303605687832968,0.02663757297287978,3.202132721849623e-4,0.06134502594782849,0.16726538301063773,0.004171205841278599,0.004171205841278599,0.014912277029706385,0.014912277029706385,0.13248128135721798,0.13248128135721798,0.05322546214720436,0.05322546214720436,0.07738844226823675,0.07738844226823675,0.015303756831778764,0.015303756831778764,NA,NA,NA,NA
NA,orcinus orca,0.25022370969777274,0.14813204134742833,0,0.02605186733077481,0.10160838866028421,0.0019464061496968102,5.584748835039786e-4,0.04652365266405272,NA,0,0.10778802637390371,0.0759618479083854,0.013296020884598397,0.0017784894946053379,0.17426186178938732,NA,0.0018146507666098807,2.656469512448564e-4,0.0021110358697709634,3.3391793784723665e-4,0.0759618479083854,0.10158688222471608,0,2.1506458659499104e-5,NA,NA,NA,NA,0.04747363824216039,0.01736733938789365,NA,NA
NA,oregonia gracilis,0.446645458380532,0.446645458380532,0.0014195257997734465,NA,0.3885742039373462,0.019875783758446935,2.634902933479161e-4,0.05807125444318582,0.16779856821999142,0.0014195257997734465,NA,0.3885742039373462,0.019875783758446935,2.634902933479161e-4,0.05807125444318582,0.16779856821999142,6.672469825397446e-4,6.672469825397446e-4,0.00464958497714933,0.00464958497714933,0.13246903675637672,0.13246903675637672,0.007890980039842194,0.007890980039842194,0.08041561872583101,0.08041561872583101,0.031195622827233312,0.031195622827233312,NA,NA,NA,NA
NA,orthasterias koehleri,0.4870034068092536,0.4870034068092536,9.700607118765128e-6,NA,0.4244280645609301,0.032778418118328635,4.4329252807428273e-4,0.06257534224832348,0.14883874806555294,9.700607118765128e-6,NA,0.4244280645609301,0.032778418118328635,4.4329252807428273e-4,0.06257534224832348,0.14883874806555294,2.9605829133764534e-4,2.9605829133764534e-4,0.005342247133050275,0.005342247133050275,0.18735515416054918,0.18735515416054918,0,0,0.08823416233482799,0.08823416233482799,0.023705625967223524,0.023705625967223524,NA,NA,NA,NA
NA,osmerus dentex,0.49794580279912387,0.5272661921081883,1.514028764862407e-7,0.0510619174610125,0.44728014651891274,0.014394933561251641,0.0026981301997372766,0.0799860455892755,0.02466593763683519,1.487421266906733e-7,0.05675176807612825,0.4029532573535781,0.021154109341550036,0.0019422883023350781,0.09499254532180025,0.024705978765267103,0.0011533212062714235,7.848112095388864e-4,0.004370344755045724,0.0029950614705783287,0.10080991647176744,0.11323171721849844,0.19816068542648896,0.22668916037926506,0.0792766768138001,0.08269333136852032,NA,NA,0.009620564898343047,0.008051040284280372,NA,NA
NA,osmerus mordax,0.3532089454139543,0.3730767467057737,9.35375590679485e-7,0.017445968996795395,0.3428915535929607,0.005385249796317419,7.667561783716257e-4,0.030185193091086852,0.02402813791754929,1.0563543727412386e-6,0.06317898122257712,0.23843935864988228,0.027394655784087268,0.0018773175583824226,0.114769586764072,0.02486806169251003,0.0029404960157381104,5.780436043669545e-4,0.008581571158585781,0.001770541502362718,0.09824422541749096,0.14752552826027918,0.036797025452857506,0.07101359141817391,0.0785300460870238,0.10032429599695834,NA,NA,0.010795508670328578,0.00423769763728206,NA,NA
NA,osteodiscus cascadiae,0.03703954887218045,0.03703954887218045,5.6015037593984964e-5,NA,0.026439323308270674,0.0010777443609022556,0,0.01060015037593985,0.026439323308270674,5.6015037593984964e-5,NA,0.026439323308270674,0.0010777443609022556,0,0.01060015037593985,0.026439323308270674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00946639097744361,0.00946639097744361,NA,NA,NA,NA
NA,owenia fusiformis,0.24495773469868967,0.24495773469868967,0,NA,0.19867191750597904,NA,NA,0.04628581719271061,0.028561206420318657,0,NA,0.19867191750597904,NA,NA,0.04628581719271061,0.028561206420318657,0.003344822312796847,0.003344822312796847,0.006564926904032068,0.006564926904032068,0.06932000336847778,0.06932000336847778,0,0,0.10079070754875871,0.10079070754875871,0.021129620540977532,0.021129620540977532,0.015246447434904166,0.015246447434904166,NA,NA
NA,oxylebius pictus,0.25473696461450906,0.25473696461450906,4.448545411938e-5,NA,0.18676739781058552,0.013789571825516388,1.741841585484249e-4,0.06796956680392353,0.026178241270797764,4.448545411938e-5,NA,0.18676739781058552,0.013789571825516388,1.741841585484249e-4,0.06796956680392353,0.026178241270797764,0.004863158414515751,0.004863158414515751,0.012649405443406647,0.012649405443406647,0.07727933597803889,0.07727933597803889,0,0,0.08330982072913529,0.08330982072913529,0.025053550935690134,0.025053550935690134,0.011395210404740385,0.011395210404740385,NA,NA
NA,pachycara bulbiceps,0.024723529411764707,0.024723529411764707,0,NA,0.024723529411764707,0,0,0,0.024723529411764707,0,NA,0.024723529411764707,0,0,0,0.024723529411764707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
NA,pachycara lepinium,0.03781023454157782,0.03781023454157782,0,NA,0.02641046908315565,0.004813965884861407,6.594882729211087e-5,0.011399765458422174,0.02641046908315565,0,NA,0.02641046908315565,0.004813965884861407,6.594882729211087e-5,0.011399765458422174,0.02641046908315565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006519850746268657,0.006519850746268657,NA,NA,NA,NA
NA,pachycerianthus fimbriatus,0.8365044721156482,0.8365044721156482,0,NA,0.6462349820156208,0.12417711804604001,0.001345252808988764,0.19026949010002742,0.1963144889010688,0,NA,0.6462349820156208,0.12417711804604001,0.001345252808988764,0.19026949010002742,0.1963144889010688,0.0029631313373526995,0.0029631313373526995,0.020403762503425595,0.020403762503425595,0.17018426109893123,0.17018426109893123,0,0,0.1817394829062757,0.1817394829062757,0.02700392333516032,0.02700392333516032,0.014376302069060017,0.014376302069060017,0.09799674928062484,0.09799674928062484
NA,paciocinebrina interfossa,0.46573521670052087,0.46573521670052087,2.3527623031595037e-4,NA,0.41857611547975787,0.021474101522434286,2.221684130080647e-4,0.047159101019648854,0.18395914486253845,2.3527623031595037e-4,NA,0.41857611547975787,0.021474101522434286,2.221684130080647e-4,0.047159101019648854,0.18395914486253845,5.793606580455725e-4,5.793606580455725e-4,0.006282856826820586,0.006282856826820586,0.13586518110331233,0.13586518110331233,0,0,0.09875178951390705,0.09875178951390705,0.018365337369024397,0.018365337369024397,NA,NA,NA,NA
NA,paciocinebrina lurida,0.4859722439396087,0.4859722439396087,1.198591224836972e-4,NA,0.41536725953359793,0.027802024737737453,3.1180854834136657e-4,0.07060498440601078,0.18347620197760137,1.198591224836972e-4,NA,0.41536725953359793,0.027802024737737453,3.1180854834136657e-4,0.07060498440601078,0.18347620197760137,0.0032806724907853703,0.0032806724907853703,0.01947527395803799,0.01947527395803799,0.13881672419903598,0.13881672419903598,0,0,0.09307433335696058,0.09307433335696058,0.019615345548624895,0.019615345548624895,NA,NA,NA,NA
NA,paelopatides confundens,0.17628290322580645,0.17628290322580645,0.004867983870967742,NA,0.15548451612903227,0.00441741935483871,6.387096774193549e-5,0.020798387096774194,0.15548451612903227,0.004867983870967742,NA,0.15548451612903227,0.00441741935483871,6.387096774193549e-5,0.020798387096774194,0.15548451612903227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011449112903225806,0.011449112903225806,NA,NA,NA,NA
NA,paguristes ulreyi,0.417680849364719,0.417680849364719,0.0013599581789939062,NA,0.3760237551280519,0.020413860477157764,2.3385390528537855e-4,0.04165709423666707,0.1677968992711196,0.0013599581789939062,NA,0.3760237551280519,0.020413860477157764,2.3385390528537855e-4,0.04165709423666707,0.1677968992711196,6.004713824829728e-4,6.004713824829728e-4,0.004576449794877923,0.004576449794877923,0.12639732465049586,0.12639732465049586,0,0,0.08182953100728879,0.08182953100728879,0.014472500697016768,0.014472500697016768,NA,NA,NA,NA
NA,palaemonella holmesi,0.4382952122347066,0.4382952122347066,0.001001223470661673,NA,0.41481881398252185,0.014184475655430712,1.4622971285892632e-4,0.02347639825218477,0.1630442883895131,0.001001223470661673,NA,0.41481881398252185,0.014184475655430712,1.4622971285892632e-4,0.02347639825218477,0.1630442883895131,0,0,8.605430711610487e-4,8.605430711610487e-4,0.17391808988764046,0.17391808988764046,0,0,0.0778564357053683,0.0778564357053683,0.007283932584269663,0.007283932584269663,NA,NA,NA,NA
NA,pallasina barbata,0.2508706383373539,0.2508706383373539,3.534135191214427e-7,NA,0.1866338775957759,0.013383668584152904,1.6142023313483697e-4,0.06423676074157796,0.02596249177617706,3.534135191214427e-7,NA,0.1866338775957759,0.013383668584152904,1.6142023313483697e-4,0.06423676074157796,0.02596249177617706,0.004262898834325815,0.004262898834325815,0.011388106749439094,0.011388106749439094,0.07686701597530322,0.07686701597530322,0.0010611054504968034,0.0010611054504968034,0.08274326439379882,0.08274326439379882,0.024047205418444982,0.024047205418444982,0.010993107677255014,0.010993107677255014,NA,NA
NA,pandalus borealis,0.499330639795574,0.5208107121599561,1.95098166688337e-6,0.016409181944263856,0.4814873575174446,0.008436873257342638,0.0015004146260419826,0.03932335457027695,0.16668711314812407,2.1714237500602673e-6,0.019214075984764475,0.4479416908538643,0.01407820090641724,0.0011980989344776048,0.051388949062243866,0.16722512366809703,0.0016157144062484933,9.682755457316632e-4,0.006499041270912685,0.0040862739999133185,0.18957798093148834,0.21423141832444847,0.013608336748469216,0.019451599199641716,0.07753024950580975,0.08111722684523036,0.008781646135673305,0.007920384215316604,NA,NA,NA,NA
NA,pandalus danae,0.47811165879230033,0.47811165879230033,8.340037396283744e-4,NA,0.40714787976426986,0.02592831065627139,3.3044792066645517e-4,0.07096377902803051,0.1672525222457804,8.340037396283744e-4,NA,0.40714787976426986,0.02592831065627139,3.3044792066645517e-4,0.07096377902803051,0.1672525222457804,0.004039034207582765,0.004039034207582765,0.014439847743701899,0.014439847743701899,0.12956997545868879,0.12956997545868879,0.03253277083089868,0.03253277083089868,0.07779261122890198,0.07779261122890198,0.02539213492712733,0.02539213492712733,NA,NA,NA,NA
NA,pandalus dispar,0.4538163813133394,0.4538163813133394,0.0010496665156134136,NA,0.3913958622394331,0.023768114031474004,2.6658894290187035e-4,0.062420519073906236,0.16738215765839992,0.0010496665156134136,NA,0.3913958622394331,0.023768114031474004,2.6658894290187035e-4,0.062420519073906236,0.16738215765839992,0.002962539754469803,0.002962539754469803,0.010059775479937381,0.010059775479937381,0.12651628429595452,0.12651628429595452,0.01803174342918349,0.01803174342918349,0.07946567664991348,0.07946567664991348,0.024313834349509764,0.024313834349509764,NA,NA,NA,NA
NA,pandalus eous,0.20486782688766114,0.20486782688766114,2.159975445058318e-5,NA,0.16595550276243096,0.011518503376304482,3.341620626151013e-4,0.038912324125230206,0.16595550276243096,2.159975445058318e-5,NA,0.16595550276243096,0.011518503376304482,3.341620626151013e-4,0.038912324125230206,0.16595550276243096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027038058931860037,0.027038058931860037,NA,NA,NA,NA
