species,iucn_sid,taxon
systellaspis braueri,NA,Crustaceans
systellaspis debilis,NA,Crustaceans
tachyrhynchus erosus,NA,Molluscs
tactostoma macropus,141375385,Bony fishes
talismania bifurcata,155203,Bony fishes
tanystylum duospinum,NA,Crustaceans
tanystylum grossifemorum,NA,Crustaceans
taractes asper,18156550,Bony fishes
taranetzella lyoderma,NA,Bony fishes
tarletonbeania crenularis,130353171,Bony fishes
tarletonbeania crenularis,130353354,Bony fishes
tarletonbeania taylori,130353324,Bony fishes
tarsaster alaskanus,NA,Echinoderms
telmessus cheiragonus,NA,Crustaceans
terebellides stroemii,NA,Polychaetes
tetragonurus atlanticus,190296,Bony fishes
tetragonurus cuvieri,198716,Bony fishes
thaleichthys pacificus,202415,Bony fishes
thelepus crispus,NA,Polychaetes
thelepus setosus,NA,Polychaetes
thracia trapezoides,NA,Molluscs
thrissacanthias penicillatus,NA,Echinoderms
thunnus alalunga,21856,Bony fishes
thunnus alalunga,21861,Bony fishes
thunnus alalunga,21862,Bony fishes
thunnus albacares,21857,Bony fishes
thunnus obesus,21859,Bony fishes
thunnus orientalis,170341,Bony fishes
thysanoessa inermis,NA,Crustaceans
thysanoessa longipes,NA,Crustaceans
thysanoessa raschii,NA,Crustaceans
thysanoessa spinifera,NA,Crustaceans
thysanopoda cornuta,NA,Crustaceans
thysanopoda orientalis,NA,Crustaceans
trachipterus altivelis,123375849,Bony fishes
trachipterus fukuzakii,123376181,Bony fishes
trachonurus villosus,NA,Bony fishes
trachurus symmetricus,183729,Bony fishes
trichobranchus glacialis,NA,Polychaetes
trichodon trichodon,NA,Bony fishes
triglops macellus,NA,Bony fishes
triglops pingelii,NA,Bony fishes
triglops scepticus,NA,Bony fishes
trinchesia albocrusta,NA,Molluscs
triopha catalinae,NA,Molluscs
triphoturus oculeum,129511241,Bony fishes
tritonia tetraquetra,NA,Molluscs
trypanosyllis gigantea,NA,Polychaetes
tursiops truncatus,22563,Marine mammals
tursiops truncatus,133714,Marine mammals
tursiops truncatus,194300,Marine mammals
tursiops truncatus,16369383,Marine mammals
tursiops truncatus,134822416,Marine mammals
tursiops truncatus,181208820,Marine mammals
turtonia minuta,NA,Molluscs
upogebia pugettensis,NA,Crustaceans
uria aalge,22694841,Seabirds
uria lomvia,22694847,Seabirds
urticina columbiana,NA,Corals and anemones
urticina coriacea,NA,Corals and anemones
urticina crassicornis,NA,Corals and anemones
urticina eques,NA,Corals and anemones
urticina piscivora,NA,Corals and anemones
valenciennellus tripunctulatus,18253303,Bony fishes
velutina plicatilis,NA,Molluscs
velutina velutina,NA,Molluscs
venefica tentaculata,154803,Bony fishes
vitreledonella richardi,162988,Cephalopods
volvulella panamica,NA,Molluscs
willemoesia inornata,185094,Crustaceans
xema sabini,22694479,Seabirds
xeneretmus latifrons,NA,Bony fishes
xeneretmus leiops,NA,Bony fishes
xeneretmus triacanthus,NA,Bony fishes
xenomystax atrarius,199408,Bony fishes
xiphias gladius,23148,Bony fishes
xiphias gladius,23149,Bony fishes
xiphister atropurpureus,NA,Bony fishes
xiphister mucosus,NA,Bony fishes
xyelacyba myersi,135401118,Bony fishes
zalophus californianus,41666,Marine mammals
zameus squamulosus,60215,Elasmobranchs
zaniolepis latipinnis,NA,Bony fishes
zaprora silenus,NA,Bony fishes
zesticelus profundorum,NA,Bony fishes
ziminella salmonacea,NA,Molluscs
ziphius cavirostris,23211,Marine mammals
ziphius cavirostris,16381144,Marine mammals
zoroaster ophiurus,NA,Echinoderms
